kingdom,phylum,Class,order,family,genus,species,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Health,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_gnavus_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_gnavus_group|,107,46,5,208,13,5,23,41,21,38,14,11,5,25,78,37,26,43,17,103,39,15,83,3718,38,61,7,46,33,157,347,242,91,67,192,95,46,78,248,94,85,58,21,146,154,120,51,57,98,55,21,90,91,11,47,33,45,143,1617,39
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|,50,190,448,234,61,172,178,842,215,125,162,252,90,139,275,191,77,250,110,136,157,355,52,521,32,64,33,258,37,4,69,225,760,203,67,163,154,350,21,287,387,209,183,172,13,171,60,149,214,567,38,315,161,253,36,280,98,122,15,138
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae||,370,108,63,80,67,1284,271,1848,321,323,83,403,652,338,208,185,17,57,113,363,108,282,663,23,15,28,83,755,14,4,14,68,166,80,19,94,24,35,10,347,54,29,73,115,0,50,108,63,44,103,19,6,127,10,186,44,220,45,17,80
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Subdoligranulum|,28,201,124,93,71,40,191,13,35,237,110,272,90,256,39,144,1,48,107,46,545,185,29,37,56,598,29,95,54,0,138,42,116,791,58,2790,225,79,24,16,21,313,786,71,20,72,28,264,156,230,2,0,4,51,24,68,39,77,12,271
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group|g__Eubacterium_coprostanoligenes_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Eubacterium_coprostanoligenes_group|g__Eubacterium_coprostanoligenes_group|,11,32,292,38,1,17,0,28,123,93,220,30,24,855,26,42,0,9,42,26,29,78,30,0,0,11,8,12,27,0,23,793,30,39,3,3,128,116,42,0,1678,101,2521,53,20,75,33,287,238,294,4,0,1153,760,15,2,4,33,3,4
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,91,0,0,45,64,20,0,46,42,4,26,27,46,14,320,30,51,63,0,37,40,0,0,0,0,0,602,0,0,376,7,18,33,59,0,0,24,8288,564,883,2840,137,211,63,113,30,30,158,143,262,84,23,7,6,1,0,0,0,0,94
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelotrichaceae_UCG-003,k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelotrichaceae_UCG-003|,79,21,200,270,61,24,22,703,13,30,171,109,72,336,417,623,14,298,145,188,284,134,20,225,32,25,22,40,16,0,28,17,627,2511,14,137,42,225,14,0,189,236,243,128,10,67,54,91,67,212,40,194,126,0,0,151,67,35,19,717
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea|,129,138,100,268,12,119,228,148,197,333,240,99,181,196,68,361,32,161,86,137,122,119,57,302,54,50,42,163,48,6,72,439,475,382,95,30,103,134,35,208,765,238,319,609,28,256,52,65,131,86,12,93,13,229,69,43,48,0,0,7
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,0,30,56,26,0,0,0,0,0,29,2237,0,20,74,125,0,2,5622,3452,58,43,71,59,0,0,49,36,3523,0,0,53,0,0,0,0,0,8,15,248,25,19,715,35,0,0,47,7,21,62,17,0,0,0,0,0,522,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|,k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae||,23,175,451,3312,49,972,168,26,0,146,603,0,107,81,84,262,0,28,743,263,300,162,38,37,38,88,31,46,50,0,96,79,13,488,0,47,46,220,0,0,24,127,0,62,0,94,0,283,188,1013,3,0,1489,153,13,0,0,40,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,15,220,145,12,1044,23,37,13,563,1658,683,29,322,160,13,9,14,4,40,5,1146,188,20,359,16,32,14,62,16,0,21,26,511,653,17,19,89,422,5,0,999,367,192,24,0,107,782,61,30,68,0,0,146,57,0,563,29,16,39,604
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,67,0,35,19,4275,17,36,48,48,14,18,0,0,0,28,0,15,579,1826,33,24,37,2793,21,0,12,21,39,0,9,18,0,0,0,0,0,0,16,29,492,38,0,0,4,0,210,47,0,0,4,2,0,0,775,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|,3235,18,27,39,213,11,16,29,168,733,38,1564,49,72,1674,95,81,24,10,58,0,101,0,19,0,0,0,0,0,4703,36,0,0,58,20,421,20,36,39,276,122,202,52,0,0,0,0,51,29,63,0,22,60,0,0,35,283,0,950,55
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_torques_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_torques_group|,119,168,313,682,152,586,198,483,145,203,123,44,229,142,294,210,0,185,143,105,103,14,94,37,50,53,23,258,22,0,18,34,480,431,13,30,86,46,45,2,134,59,112,1232,8,50,149,43,58,57,0,0,3,4,93,31,147,243,12,42
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Romboutsia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Romboutsia|,81,205,216,379,32,310,64,103,246,74,136,39,137,72,330,146,29,73,71,152,129,71,113,232,69,53,30,453,40,4,25,49,49,274,4,23,159,394,131,92,140,42,37,1281,10,86,31,153,137,148,183,291,4,13,0,79,66,104,78,120
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|,5422,0,0,0,2234,3804,556,50,0,0,0,0,0,0,0,0,7,9,9,0,143,0,0,298,0,123,0,0,0,187,1156,0,12,7,20,0,175,8,37,29,33,143,8,0,0,27,0,31,14,62,0,0,0,0,0,80,0,80,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes|,434,113,77,203,144,272,87,595,69,191,69,144,103,145,51,165,24,116,101,323,172,383,54,98,21,64,59,590,25,0,43,167,258,39,13,8,172,84,9,1,77,91,54,69,7,87,32,88,78,133,27,106,44,59,99,100,129,74,17,224
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_hallii_group,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Eubacterium_hallii_group|,35,159,423,292,65,75,107,57,259,115,177,103,111,142,355,150,41,107,118,82,188,281,69,129,46,74,27,127,64,3,67,1213,117,310,16,30,92,67,25,31,51,277,68,382,10,131,77,119,153,171,20,150,12,4,99,75,73,35,25,206
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,29,36,180,28,67,0,63,20,47,296,121,25,61,171,110,194,15,129,103,55,38,802,24,0,7,191,15,43,279,1,62,61,458,350,24,174,58,432,70,64,28,544,71,3,19,51,32,30,13,24,0,0,75,52,118,934,42,61,36,327
k__Bacteria,k__Bacteria|p__Desulfobacterota,k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia,k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales,k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae,k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|,k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae||,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,477,938,965,2339,2311,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,2,0,13,7,2,0,4,0,0,374,0,51,0,0,157,11,5805,16,28,476,253,11,0,0,5,129,10,0,0,42,37,0,0,0,17,14,5,0,0,45,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,16,193,12,106
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|,0,42,75,22,0,0,0,34,38,0,63,0,0,140,44,33,0,0,23,0,878,0,29,340,0,360,0,39,0,0,65,27,0,0,0,0,136,0,41,215,0,25,0,0,0,0,61,158,65,119,0,0,33,0,344,427,1064,1363,42,449
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,0,0,15,0,0,5,0,0,29,306,0,15,0,15,0,19,5,0,9,0,0,0,1,0,0,8,0,33,0,1,66,0,0,2,0,2,16,54,0,76,138,73,0,75,1,5162,796,0,0,0,29,94,0,0,22,5,31,0,31,1
k__Bacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|,11,35,0,68,0,0,25,19,0,0,0,0,0,14,56,17,0,52,14,20,0,0,0,86,15,20,0,42,15,71,37,0,0,0,10,9,48,11,2190,0,382,5,20,477,0,844,50,19,25,11,12,18,0,131,0,0,0,45,0,5
k__Bacteria,k__Bacteria|p__Proteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|,16,0,13,19,0,0,8,29,7,0,16,13,13,34,101,7,6,40,25,34,18,0,23,129,0,16,195,28,0,112,22,21,0,0,10,12,151,10,1764,10,586,6,0,772,0,446,37,36,42,16,79,74,0,123,2,0,0,60,9,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|,0,0,0,0,0,0,0,0,209,52,0,49,0,35,0,27,0,154,22,0,85,0,20,0,2321,18,0,42,14,0,0,0,933,64,0,1199,23,0,40,0,28,0,0,49,0,53,0,0,0,0,19,211,43,0,0,309,129,365,402,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|,30,97,335,292,62,106,91,54,48,114,143,154,199,143,220,349,89,232,99,69,206,34,32,25,26,40,37,324,9,2,78,118,41,23,10,8,81,206,16,209,280,154,290,143,0,193,133,52,30,46,6,25,7,0,142,68,138,74,29,536
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis,42,148,230,162,109,15,25,41,117,103,72,150,79,74,142,303,525,102,73,67,326,155,68,386,79,123,26,403,34,7,52,310,138,74,85,23,70,208,32,207,331,141,62,177,3,105,27,57,71,122,7,71,35,57,7,28,55,64,16,101
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|,7,11,59,6,51,5,10,6,169,53,15,176,19,5,151,6,21,9,19,6,804,169,10,28,6,26,9,8,2,0,26,7,39,49,0,200,7,45,3,28,56,1276,67,0,5,58,25,90,14,24,0,0,0,0,0,152,62,56,5206,1253
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,69,960,0,0,0,0,0,45,59,0,18,0,22,0,21,0,0,36,25,17,0,25,2854,0,10,19,12,42,12,0,8,330,5,0,25,13,5,16,82,107,0,7,32,0,1,0,84,3,0,0,0,0,17,1611,10,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,0,35,12,51,0,0,13,0,83,0,0,0,0,0,0,32,0,0,10,47,0,239,69,15,25,10,0,324,381,0,0,20,0,21,95,11,39,0,0,0,0,0,0,104,0,0,0,97,77,193,0,0,0,0,0,41,38,41,32,1754
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|,27,18,31,22,129,13,0,119,120,318,124,0,81,42,0,93,5,29,15,36,15,0,217,215,3,27,21,52,2,0,332,30,11,36,20,652,363,37,13,0,56,216,14,41,13,48,0,148,56,116,0,0,32,0,0,258,55,698,38,50
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|,1353,16,47,22,304,356,20,107,201,89,168,84,14,9,280,19,233,8,7,17,46,0,29,0,6,10,2,0,4,4,272,2,12,2,4,18,93,11,22,43,19,8,10,41,1,85,0,29,20,29,0,0,130,119,0,43,448,1160,29,983
k__Bacteria,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes|c__Negativicutes,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Megamonas,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Megamonas|,32,9,7,7,0,0,55,48,12,0,4,0,12,0,30,0,0,36,40,0,0,27,8,11,8,20,0,0,6259,0,0,0,3,7,0,0,6,4,3000,0,0,13,208,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria,k__Bacteria|p__Bacteroidota,k__Bacteria|p__Bacteroidota|c__Bacteroidia,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides,k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris,54,130,86,34,31,621,1830,48,82,26,134,183,0,49,21,13,0,51,56,576,528,0,419,7,0,0,44,223,15,0,192,37,23,0,0,0,31,91,80,0,356,343,24,0,228,65,56,41,10,0,2,0,252,1553,0,0,0,0,0,0
